person_id;vehicle_id;Person Type;Person Injury Severity
795706;795695;DRIVER;NOT INJURED
795707;795696;DRIVER;NOT INJURED
795708;795697;DRIVER;NON-INCAPACITATING INJURY
795709;795698;DRIVER;NON-INCAPACITATING INJURY
795710;795699;DRIVER;NOT INJURED
795711;795699;PASSENGER/OCCUPANT;NOT INJURED
795712;795701;DRIVER;NOT INJURED
795713;795702;DRIVER;POSSIBLE INJURY
795714;795702;PASSENGER/OCCUPANT;NOT INJURED
795715;795704;DRIVER;NOT INJURED
795716;795704;PASSENGER/OCCUPANT;NOT INJURED
795717;795706;DRIVER;NOT INJURED
795718;795707;DRIVER;NOT INJURED
795719;795708;DRIVER;NOT INJURED
795720;795709;DRIVER;POSSIBLE INJURY
795721;795710;DRIVER;UNKNOWN
795722;795711;DRIVER;NOT INJURED
795723;795712;DRIVER;NOT INJURED
795724;795713;DRIVER;POSSIBLE INJURY
795725;795713;PASSENGER/OCCUPANT;NOT INJURED
795726;795715;DRIVER;NOT INJURED
795727;795716;DRIVER;NOT INJURED
795728;795717;DRIVER;NOT INJURED
795729;795718;DRIVER;NOT INJURED
795730;795718;PASSENGER/OCCUPANT;NOT INJURED
795731;795720;DRIVER;NOT INJURED
795732;795721;DRIVER;UNKNOWN
795733;795722;DRIVER;NOT INJURED
795734;795723;DRIVER;NOT INJURED
795735;795724;DRIVER;NOT INJURED
795736;795725;DRIVER;NOT INJURED
795737;795726;DRIVER;NOT INJURED
795738;795727;DRIVER;NOT INJURED
795739;795728;DRIVER;NOT INJURED
795740;795728;PASSENGER/OCCUPANT;NOT INJURED
795741;795730;DRIVER;NOT INJURED
795742;795730;PASSENGER/OCCUPANT;NOT INJURED
795743;795732;DRIVER;NOT INJURED
795744;795733;DRIVER;NOT INJURED
795745;795734;DRIVER OF MOTORCYCLE TYPE VEHICLE;INCAPACITATING INJURY
795746;795735;DRIVER;NOT INJURED
795747;795736;DRIVER;NOT INJURED
795748;795737;DRIVER;NOT INJURED
795749;795738;DRIVER;NOT INJURED
795750;795739;DRIVER;POSSIBLE INJURY
795751;795740;DRIVER;NOT INJURED
795752;795741;DRIVER;POSSIBLE INJURY
795753;795742;DRIVER;NOT INJURED
795754;795743;DRIVER;NOT INJURED
795755;795744;DRIVER;NOT INJURED
795756;795745;DRIVER;NOT INJURED
795757;795746;DRIVER;NOT INJURED
795758;795747;DRIVER;NOT INJURED
795759;795747;PASSENGER/OCCUPANT;NOT INJURED
795760;795747;PASSENGER/OCCUPANT;NOT INJURED
795761;795747;PASSENGER/OCCUPANT;NOT INJURED
795762;795751;DRIVER;NOT INJURED
795763;795752;DRIVER;NOT INJURED
795764;795753;DRIVER;NOT INJURED
795765;795754;DRIVER;NOT INJURED
795766;795755;DRIVER;NOT INJURED
795767;795756;DRIVER;NOT INJURED
795768;795757;DRIVER;NOT INJURED
795769;795758;DRIVER;NOT INJURED
795770;795759;DRIVER;NOT INJURED
795771;795760;DRIVER;POSSIBLE INJURY
795772;795761;DRIVER;NOT INJURED
795773;795762;DRIVER;POSSIBLE INJURY
795774;795762;PASSENGER/OCCUPANT;POSSIBLE INJURY
795775;795762;PASSENGER/OCCUPANT;POSSIBLE INJURY
795776;795762;PASSENGER/OCCUPANT;POSSIBLE INJURY
795777;795762;PASSENGER/OCCUPANT;POSSIBLE INJURY
795778;795762;PASSENGER/OCCUPANT;POSSIBLE INJURY
795779;795762;PASSENGER/OCCUPANT;POSSIBLE INJURY
795780;795762;PASSENGER/OCCUPANT;POSSIBLE INJURY
795781;795770;DRIVER;NOT INJURED
795782;795771;DRIVER;NOT INJURED
795783;795772;DRIVER;POSSIBLE INJURY
795784;795773;DRIVER;NOT INJURED
795785;795774;DRIVER;NOT INJURED
795786;795775;DRIVER;NOT INJURED
795787;795776;DRIVER;NOT INJURED
795788;795777;DRIVER;NOT INJURED
795789;795778;DRIVER;NOT INJURED
795790;795778;PASSENGER/OCCUPANT;NOT INJURED
795791;795780;DRIVER;NOT INJURED
795792;795781;DRIVER;POSSIBLE INJURY
795793;795782;DRIVER;NOT INJURED
795794;795783;DRIVER;POSSIBLE INJURY
795795;795784;DRIVER;UNKNOWN
795796;795785;DRIVER;NOT INJURED
795797;795786;DRIVER;POSSIBLE INJURY
795798;795786;PASSENGER/OCCUPANT;NOT INJURED
795799;795786;PASSENGER/OCCUPANT;NOT INJURED
795800;795786;PASSENGER/OCCUPANT;POSSIBLE INJURY
795801;795790;DRIVER;NON-INCAPACITATING INJURY
795802;795790;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
795803;795792;DRIVER;NOT INJURED
795804;795793;DRIVER;NOT INJURED
795805;795793;PASSENGER/OCCUPANT;NOT INJURED
795806;795795;DRIVER;NOT INJURED
795807;795796;DRIVER;NOT INJURED
795808;795797;DRIVER;INCAPACITATING INJURY
795809;795797;PASSENGER/OCCUPANT;NOT INJURED
795810;795799;DRIVER;NOT INJURED
795811;795799;PASSENGER/OCCUPANT;NOT INJURED
795812;795801;DRIVER;NOT INJURED
795813;795802;DRIVER OF MOTORCYCLE TYPE VEHICLE;NON-INCAPACITATING INJURY
795814;795803;DRIVER;UNKNOWN
795815;795804;DRIVER;NOT INJURED
795816;795805;DRIVER;POSSIBLE INJURY
795817;795805;PASSENGER/OCCUPANT;POSSIBLE INJURY
795818;795805;PASSENGER/OCCUPANT;POSSIBLE INJURY
795819;795808;DRIVER;NOT INJURED
795820;795809;DRIVER;NOT INJURED
795821;795810;DRIVER;NON-INCAPACITATING INJURY
795822;795811;DRIVER;NOT INJURED
795823;795812;DRIVER;NOT INJURED
795824;795813;DRIVER;NOT INJURED
795825;795813;PASSENGER/OCCUPANT;NOT INJURED
795826;795813;PASSENGER/OCCUPANT;NOT INJURED
795827;795813;PASSENGER/OCCUPANT;NOT INJURED
795828;795817;DRIVER;NOT INJURED
795829;795817;PASSENGER/OCCUPANT;NOT INJURED
795830;795817;PASSENGER/OCCUPANT;NOT INJURED
795831;795817;PASSENGER/OCCUPANT;NOT INJURED
795832;795821;DRIVER;UNKNOWN
795833;795822;DRIVER;NOT INJURED
795834;795823;DRIVER;NOT INJURED
795835;795824;DRIVER;NOT INJURED
795836;795825;DRIVER;NOT INJURED
795837;795825;PASSENGER/OCCUPANT;NOT INJURED
795838;795825;PASSENGER/OCCUPANT;NOT INJURED
795839;795828;DRIVER;NOT INJURED
795840;795829;DRIVER;NOT INJURED
795841;795830;DRIVER;NOT INJURED
795842;795831;DRIVER;NOT INJURED
795843;795832;DRIVER;NOT INJURED
795844;795833;DRIVER;NOT INJURED
795845;795834;DRIVER;NOT INJURED
795846;795835;DRIVER;NOT INJURED
795847;795836;DRIVER;NOT INJURED
795848;795836;PASSENGER/OCCUPANT;NOT INJURED
795849;795838;DRIVER;NOT INJURED
795850;795839;DRIVER;NOT INJURED
795851;795840;DRIVER;POSSIBLE INJURY
795852;795841;DRIVER;NOT INJURED
795853;795842;DRIVER;NOT INJURED
795854;795843;DRIVER;NOT INJURED
795855;795844;DRIVER;NOT INJURED
795856;795845;DRIVER;NOT INJURED
795857;795846;DRIVER;POSSIBLE INJURY
795858;795846;PASSENGER/OCCUPANT;NOT INJURED
795859;795848;DRIVER;NOT INJURED
795860;795849;DRIVER;NOT INJURED
795861;795850;DRIVER;POSSIBLE INJURY
795862;795851;DRIVER;NOT INJURED
795863;795852;DRIVER;NOT INJURED
795864;795853;DRIVER;NOT INJURED
795865;795854;DRIVER;NOT INJURED
795866;795855;DRIVER;NOT INJURED
795867;795856;DRIVER;POSSIBLE INJURY
795868;795857;DRIVER;NOT INJURED
795869;795857;PASSENGER/OCCUPANT;POSSIBLE INJURY
795870;795859;DRIVER;NOT INJURED
795871;795860;DRIVER;POSSIBLE INJURY
795872;795861;DRIVER;NOT INJURED
795873;795862;DRIVER;POSSIBLE INJURY
795874;795863;DRIVER;NOT INJURED
795875;795864;DRIVER;NOT INJURED
795876;795865;DRIVER;NOT INJURED
795877;795866;DRIVER;NOT INJURED
795878;795866;PASSENGER/OCCUPANT;NOT INJURED
795879;795868;DRIVER;NOT INJURED
795880;795869;DRIVER;POSSIBLE INJURY
795881;795870;DRIVER;NON-INCAPACITATING INJURY
795882;795871;DRIVER;POSSIBLE INJURY
795883;795872;DRIVER;POSSIBLE INJURY
795884;795873;DRIVER;NOT INJURED
795885;795873;PASSENGER/OCCUPANT;NOT INJURED
795886;795873;PASSENGER/OCCUPANT;NOT INJURED
795887;795876;DRIVER;NOT INJURED
795888;795877;DRIVER;NOT INJURED
795889;795877;PASSENGER/OCCUPANT;NOT INJURED
795890;795877;PASSENGER/OCCUPANT;POSSIBLE INJURY
795891;795877;PASSENGER/OCCUPANT;NOT INJURED
795892;795877;PASSENGER/OCCUPANT;POSSIBLE INJURY
795893;795882;DRIVER;NON-INCAPACITATING INJURY
795894;795882;PASSENGER/OCCUPANT;NOT INJURED
795895;795882;PASSENGER/OCCUPANT;NOT INJURED
795896;795882;PASSENGER/OCCUPANT;NOT INJURED
795897;795886;DRIVER;NOT INJURED
795898;795887;DRIVER;NOT INJURED
795899;795888;DRIVER;NOT INJURED
795900;795888;PASSENGER/OCCUPANT;POSSIBLE INJURY
795901;795888;PASSENGER/OCCUPANT;NOT INJURED
795902;795891;DRIVER;NOT INJURED
795903;795892;DRIVER;NOT INJURED
795904;795893;DRIVER;NOT INJURED
795905;795894;DRIVER;NOT INJURED
795906;795895;DRIVER;NOT INJURED
795907;795896;DRIVER;NOT INJURED
795908;795897;DRIVER;NOT INJURED
795909;795898;DRIVER;NOT INJURED
795910;795898;PASSENGER/OCCUPANT;NOT INJURED
795911;795900;DRIVER;NOT INJURED
795912;795901;DRIVER;NOT INJURED
795913;795902;DRIVER;NOT INJURED
795914;795903;DRIVER;NOT INJURED
795915;795904;DRIVER;NOT INJURED
795916;795905;DRIVER;POSSIBLE INJURY
795917;795906;DRIVER;UNKNOWN
795918;795907;DRIVER;NOT INJURED
795919;795908;DRIVER;NOT INJURED
795920;795909;DRIVER;NOT INJURED
795921;795910;DRIVER;NOT INJURED
795922;795910;PASSENGER/OCCUPANT;NOT INJURED
795923;795910;PASSENGER/OCCUPANT;NOT INJURED
795924;795913;DRIVER;NOT INJURED
795925;795914;DRIVER;NOT INJURED
795926;795914;PASSENGER/OCCUPANT;NOT INJURED
795927;795916;DRIVER;NOT INJURED
795928;795917;DRIVER;NOT INJURED
795929;795918;DRIVER;NOT INJURED
795930;795919;DRIVER;NOT INJURED
795931;795920;DRIVER;NOT INJURED
795932;795921;DRIVER;NOT INJURED
795933;795922;DRIVER;NOT INJURED
795934;795923;DRIVER;NOT INJURED
795935;795924;DRIVER;NOT INJURED
795936;795925;DRIVER;NOT INJURED
795937;795925;PASSENGER/OCCUPANT;NOT INJURED
795938;795927;DRIVER;NOT INJURED
795939;795928;DRIVER;NOT INJURED
795940;795929;DRIVER;NOT INJURED
795941;795930;DRIVER;NOT INJURED
795942;795931;DRIVER;POSSIBLE INJURY
795943;795932;DRIVER;NOT INJURED
795944;795933;DRIVER;NOT INJURED
795945;795933;PASSENGER/OCCUPANT;NOT INJURED
795946;795935;DRIVER;NOT INJURED
795947;795936;DRIVER;NON-INCAPACITATING INJURY
795948;795937;DRIVER;NOT INJURED
795949;795937;PASSENGER/OCCUPANT;NOT INJURED
795950;795939;DRIVER;NOT INJURED
795951;795940;DRIVER;NOT INJURED
795952;795941;DRIVER;NOT INJURED
795953;795942;DRIVER;NOT INJURED
795954;795943;DRIVER;POSSIBLE INJURY
795955;795944;DRIVER;NOT INJURED
795956;795945;DRIVER;NOT INJURED
795957;795945;PASSENGER/OCCUPANT;NOT INJURED
795958;795945;PASSENGER/OCCUPANT;NOT INJURED
795959;795948;DRIVER;NOT INJURED
795960;795949;DRIVER;NOT INJURED
795961;795950;DRIVER;NOT INJURED
795962;795951;DRIVER;NOT INJURED
795963;795952;DRIVER;NOT INJURED
795964;795952;PASSENGER/OCCUPANT;NOT INJURED
795965;795954;DRIVER;NOT INJURED
795966;795955;DRIVER;NOT INJURED
795967;795955;PASSENGER/OCCUPANT;NOT INJURED
795968;795957;DRIVER;NOT INJURED
795969;795958;DRIVER;NOT INJURED
795970;795959;DRIVER;NOT INJURED
795971;795960;DRIVER;NOT INJURED
795972;795961;DRIVER;NOT INJURED
795973;795962;DRIVER;POSSIBLE INJURY
795974;795963;DRIVER;POSSIBLE INJURY
795975;795964;DRIVER;NOT INJURED
795976;795965;DRIVER;NOT INJURED
795977;795966;DRIVER;POSSIBLE INJURY
795978;795967;DRIVER;NOT INJURED
795979;795968;DRIVER;POSSIBLE INJURY
795980;795968;PASSENGER/OCCUPANT;NOT INJURED
795981;795970;DRIVER;NOT INJURED
795982;795971;DRIVER;UNKNOWN
795983;795972;DRIVER;NOT INJURED
795984;795973;DRIVER;NOT INJURED
795985;795973;PEDESTRIAN;POSSIBLE INJURY
795986;795975;DRIVER;UNKNOWN
795987;795976;DRIVER;NOT INJURED
795988;795977;DRIVER;NOT INJURED
795989;795978;DRIVER;POSSIBLE INJURY
795990;795978;PASSENGER/OCCUPANT;POSSIBLE INJURY
795991;795980;DRIVER;POSSIBLE INJURY
795992;795981;DRIVER;NOT INJURED
795993;795982;DRIVER;NOT INJURED
795994;795982;PASSENGER/OCCUPANT;POSSIBLE INJURY
795995;795984;DRIVER;POSSIBLE INJURY
795996;795985;DRIVER;NOT INJURED
795997;795986;DRIVER;NOT INJURED
795998;795986;PASSENGER/OCCUPANT;NOT INJURED
795999;795988;DRIVER;NOT INJURED
796000;795989;DRIVER;NOT INJURED
796001;795990;DRIVER;NOT INJURED
796002;795991;DRIVER;NOT INJURED
796003;795992;DRIVER;NOT INJURED
796004;795993;DRIVER;NOT INJURED
796005;795994;DRIVER;NOT INJURED
796006;795994;PASSENGER/OCCUPANT;NOT INJURED
796007;795996;DRIVER;NOT INJURED
796008;795997;DRIVER;NOT INJURED
796009;795998;DRIVER;NOT INJURED
796010;795999;DRIVER;NOT INJURED
796011;796000;DRIVER;NOT INJURED
796012;796001;DRIVER;NOT INJURED
796013;796002;DRIVER;NOT INJURED
796014;796002;PASSENGER/OCCUPANT;NOT INJURED
796015;796002;PASSENGER/OCCUPANT;NOT INJURED
796016;796005;DRIVER;NOT INJURED
796017;796006;DRIVER;NOT INJURED
796018;796007;DRIVER;NOT INJURED
796019;796008;DRIVER;NOT INJURED
796020;796009;DRIVER;UNKNOWN
796021;796010;DRIVER;NOT INJURED
796022;796011;DRIVER;NOT INJURED
796023;796012;DRIVER;NOT INJURED
796024;796013;DRIVER;NOT INJURED
796025;796013;PASSENGER/OCCUPANT;NOT INJURED
796026;796015;DRIVER;POSSIBLE INJURY
796027;796016;DRIVER;NOT INJURED
796028;796017;DRIVER;NOT INJURED
796029;796018;DRIVER;POSSIBLE INJURY
796030;796019;DRIVER;NOT INJURED
796031;796020;DRIVER;NOT INJURED
796032;796020;PASSENGER/OCCUPANT;NOT INJURED
796033;796022;DRIVER;NOT INJURED
796034;796023;DRIVER;NOT INJURED
796035;796024;DRIVER;NOT INJURED
796036;796025;DRIVER;NOT INJURED
796037;796025;PASSENGER/OCCUPANT;NOT INJURED
796038;796027;DRIVER;NOT INJURED
796039;796028;DRIVER;NOT INJURED
796040;796029;DRIVER;NOT INJURED
796041;796030;DRIVER;NOT INJURED
796042;796031;DRIVER;NOT INJURED
796043;796031;PASSENGER/OCCUPANT;NOT INJURED
796044;796033;DRIVER;NOT INJURED
796045;796033;PASSENGER/OCCUPANT;NOT INJURED
796046;796035;DRIVER;NOT INJURED
796047;796036;DRIVER;POSSIBLE INJURY
796048;796037;DRIVER;NOT INJURED
796049;796038;DRIVER;NOT INJURED
796050;796039;DRIVER;NOT INJURED
796051;796040;DRIVER;NOT INJURED
796052;796041;DRIVER;NOT INJURED
796053;796042;DRIVER;NOT INJURED
796054;796043;DRIVER;NOT INJURED
796055;796043;PASSENGER/OCCUPANT;POSSIBLE INJURY
796056;796043;PASSENGER/OCCUPANT;POSSIBLE INJURY
796057;796046;DRIVER;NOT INJURED
796058;796047;DRIVER;POSSIBLE INJURY
796059;796048;DRIVER;NOT INJURED
796060;796048;PASSENGER/OCCUPANT;NOT INJURED
796061;796048;PASSENGER/OCCUPANT;NOT INJURED
796062;796048;PEDALCYCLIST;POSSIBLE INJURY
796063;796052;DRIVER;NOT INJURED
796064;796053;DRIVER;POSSIBLE INJURY
796065;796054;DRIVER;NOT INJURED
796066;796055;DRIVER;UNKNOWN
796067;796056;DRIVER;POSSIBLE INJURY
796068;796056;PASSENGER/OCCUPANT;POSSIBLE INJURY
796069;796056;PASSENGER/OCCUPANT;POSSIBLE INJURY
796070;796059;DRIVER OF MOTORCYCLE TYPE VEHICLE;POSSIBLE INJURY
796071;796060;DRIVER;NOT INJURED
796072;796060;PASSENGER/OCCUPANT;NOT INJURED
796073;796062;DRIVER;NOT INJURED
796074;796063;DRIVER;UNKNOWN
796075;796064;DRIVER;NOT INJURED
796076;796064;PASSENGER/OCCUPANT;NOT INJURED
796077;796064;PASSENGER/OCCUPANT;NOT INJURED
796078;796064;PASSENGER/OCCUPANT;NOT INJURED
796079;796068;DRIVER;NOT INJURED
796080;796069;DRIVER;NOT INJURED
796081;796070;DRIVER;NOT INJURED
796082;796071;DRIVER;POSSIBLE INJURY
796083;796072;DRIVER;POSSIBLE INJURY
796084;796072;PASSENGER/OCCUPANT;POSSIBLE INJURY
796085;796072;PASSENGER/OCCUPANT;POSSIBLE INJURY
796086;796075;DRIVER;NOT INJURED
796087;796076;DRIVER;POSSIBLE INJURY
796088;796076;PASSENGER/OCCUPANT;POSSIBLE INJURY
796089;796076;PASSENGER/OCCUPANT;POSSIBLE INJURY
796090;796079;DRIVER;NON-INCAPACITATING INJURY
796091;796080;DRIVER;NOT INJURED
796092;796081;DRIVER;NOT INJURED
796093;796082;DRIVER;NOT INJURED
796094;796082;PASSENGER/OCCUPANT;NOT INJURED
796095;796082;PASSENGER/OCCUPANT;NOT INJURED
796096;796085;DRIVER;NOT INJURED
796097;796085;PASSENGER/OCCUPANT;NOT INJURED
796098;796085;PASSENGER/OCCUPANT;NOT INJURED
796099;796088;DRIVER;NOT INJURED
796100;796089;DRIVER;POSSIBLE INJURY
796101;796090;DRIVER;NOT INJURED
796102;796091;DRIVER;NOT INJURED
796103;796092;DRIVER OF MOTORCYCLE TYPE VEHICLE;NON-INCAPACITATING INJURY
796104;796093;DRIVER;NOT INJURED
796105;796093;PASSENGER/OCCUPANT;NOT INJURED
796106;796093;PASSENGER/OCCUPANT;NOT INJURED
796107;796093;PASSENGER/OCCUPANT;NOT INJURED
796108;796093;PASSENGER/OCCUPANT;NOT INJURED
796109;796098;DRIVER;NOT INJURED
796110;796098;PASSENGER/OCCUPANT;NOT INJURED
796111;796100;DRIVER;NOT INJURED
796112;796100;PASSENGER/OCCUPANT;NOT INJURED
796113;796100;PASSENGER/OCCUPANT;NOT INJURED
796114;796100;PASSENGER/OCCUPANT;NOT INJURED
796115;796104;DRIVER;NOT INJURED
796116;796105;DRIVER;POSSIBLE INJURY
796117;796106;DRIVER;NOT INJURED
796118;796106;PASSENGER/OCCUPANT;NOT INJURED
796119;796106;PASSENGER/OCCUPANT;NOT INJURED
796120;796109;DRIVER;NOT INJURED
796121;796110;DRIVER;UNKNOWN
796122;796111;DRIVER;NOT INJURED
796123;796112;DRIVER;POSSIBLE INJURY
796124;796113;DRIVER;NOT INJURED
796125;796114;DRIVER;NOT INJURED
796126;796115;DRIVER;NOT INJURED
796127;796115;PASSENGER/OCCUPANT;NOT INJURED
796128;796115;PASSENGER/OCCUPANT;NOT INJURED
796129;796118;DRIVER;NOT INJURED
796130;796119;DRIVER;NOT INJURED
796131;796120;DRIVER;NOT INJURED
796132;796120;PASSENGER/OCCUPANT;NOT INJURED
796133;796122;DRIVER;NOT INJURED
796134;796122;PASSENGER/OCCUPANT;POSSIBLE INJURY
796135;796124;DRIVER;NOT INJURED
796136;796125;DRIVER;NOT INJURED
796137;796126;DRIVER;POSSIBLE INJURY
796138;796126;PASSENGER/OCCUPANT;POSSIBLE INJURY
796139;796128;DRIVER;NOT INJURED
796140;796129;DRIVER;UNKNOWN
796141;796130;DRIVER;NOT INJURED
796142;796130;PASSENGER/OCCUPANT;NOT INJURED
796143;796132;DRIVER;NOT INJURED
796144;796133;DRIVER;NOT INJURED
796145;796134;DRIVER;NOT INJURED
796146;796135;DRIVER;NON-INCAPACITATING INJURY
796147;796136;DRIVER;NOT INJURED
796148;796137;DRIVER;NOT INJURED
796149;796138;DRIVER;NOT INJURED
796150;796139;DRIVER;INCAPACITATING INJURY
796151;796139;PASSENGER/OCCUPANT;NOT INJURED
796152;796141;DRIVER;NOT INJURED
796153;796141;PASSENGER/OCCUPANT;NOT INJURED
796154;796141;PASSENGER/OCCUPANT;NOT INJURED
796155;796144;DRIVER;NOT INJURED
796156;796144;PASSENGER/OCCUPANT;NOT INJURED
796157;796146;DRIVER;NOT INJURED
796158;796147;DRIVER;NOT INJURED
796159;796148;DRIVER;NOT INJURED
796160;796149;DRIVER;NOT INJURED
796161;796150;DRIVER;POSSIBLE INJURY
796162;796150;PASSENGER/OCCUPANT;POSSIBLE INJURY
796163;796152;DRIVER;INCAPACITATING INJURY
796164;796153;DRIVER;INCAPACITATING INJURY
796165;796154;DRIVER;POSSIBLE INJURY
796166;796155;OTHER (EXPLAIN IN NARRATIVE);POSSIBLE INJURY
796167;796156;DRIVER;NOT INJURED
796168;796157;DRIVER;NOT INJURED
796169;796158;DRIVER;NOT INJURED
796170;796159;DRIVER;UNKNOWN
796171;796160;DRIVER;NOT INJURED
796172;796161;DRIVER;NOT INJURED
796173;796161;PASSENGER/OCCUPANT;NOT INJURED
796174;796163;DRIVER;NOT INJURED
796175;796163;PASSENGER/OCCUPANT;NOT INJURED
796176;796163;PASSENGER/OCCUPANT;NOT INJURED
796177;796163;PASSENGER/OCCUPANT;NOT INJURED
796178;796163;PASSENGER/OCCUPANT;NOT INJURED
796179;796168;DRIVER;NOT INJURED
796180;796169;DRIVER;POSSIBLE INJURY
796181;796169;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
796182;796169;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
796183;796169;PASSENGER/OCCUPANT;POSSIBLE INJURY
796184;796173;DRIVER;NOT INJURED
796185;796174;DRIVER;NOT INJURED
796186;796175;DRIVER;NOT INJURED
796187;796176;DRIVER;NON-INCAPACITATING INJURY
796188;796177;DRIVER;NOT INJURED
796189;796178;DRIVER;NOT INJURED
796190;796179;DRIVER;UNKNOWN
796191;796180;DRIVER;NOT INJURED
796192;796181;DRIVER;NOT INJURED
796193;796182;DRIVER;NOT INJURED
796194;796182;PASSENGER/OCCUPANT;NOT INJURED
796195;796184;DRIVER;POSSIBLE INJURY
796196;796185;DRIVER;NOT INJURED
796197;796186;DRIVER;POSSIBLE INJURY
796198;796186;PASSENGER/OCCUPANT;POSSIBLE INJURY
796199;796188;DRIVER;NOT INJURED
796200;796189;DRIVER OF MOTORCYCLE TYPE VEHICLE;INCAPACITATING INJURY
796201;796190;DRIVER;NOT INJURED
796202;796190;PASSENGER/OCCUPANT;NOT INJURED
796203;796192;DRIVER;NOT INJURED
796204;796193;DRIVER;NOT INJURED
796205;796194;DRIVER;NOT INJURED
796206;796195;DRIVER;NOT INJURED
796207;796196;DRIVER;NOT INJURED
796208;796197;DRIVER;NOT INJURED
796209;796198;DRIVER;NOT INJURED
796210;796198;PASSENGER/OCCUPANT;NOT INJURED
796211;796200;DRIVER;NOT INJURED
796212;796201;DRIVER;UNKNOWN
796213;796202;DRIVER;NOT INJURED
796214;796203;DRIVER;NOT INJURED
796215;796203;PASSENGER/OCCUPANT;NOT INJURED
796216;796205;DRIVER;NOT INJURED
796217;796206;DRIVER;NON-INCAPACITATING INJURY
796218;796206;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
796219;796208;DRIVER;NOT INJURED
796220;796209;DRIVER;NOT INJURED
796221;796209;PASSENGER/OCCUPANT;NOT INJURED
796222;796211;DRIVER;NOT INJURED
796223;796212;DRIVER;NOT INJURED
796224;796212;PASSENGER/OCCUPANT;NOT INJURED
796225;796212;PASSENGER/OCCUPANT;NOT INJURED
796226;796215;DRIVER;NOT INJURED
796227;796216;DRIVER;NOT INJURED
796228;796217;DRIVER;NOT INJURED
796229;796218;DRIVER;NOT INJURED
796230;796219;DRIVER;NOT INJURED
796231;796220;DRIVER;POSSIBLE INJURY
796232;796221;DRIVER;NOT INJURED
796233;796222;DRIVER;NOT INJURED
796234;796223;DRIVER;NOT INJURED
796235;796224;DRIVER;NOT INJURED
796236;796224;PASSENGER/OCCUPANT;NOT INJURED
796237;796226;DRIVER;NOT INJURED
796238;796227;DRIVER;NOT INJURED
796239;796228;DRIVER;NOT INJURED
796240;796229;DRIVER;NON-INCAPACITATING INJURY
796241;796230;DRIVER;NON-INCAPACITATING INJURY
796242;796231;DRIVER;NOT INJURED
796243;796232;DRIVER;NOT INJURED
796244;796233;DRIVER;NOT INJURED
796245;796234;DRIVER;NOT INJURED
796246;796234;PASSENGER/OCCUPANT;NOT INJURED
796247;796236;DRIVER;NOT INJURED
796248;796236;PASSENGER/OCCUPANT;NOT INJURED
796249;796236;PASSENGER/OCCUPANT;NOT INJURED
796250;796236;PASSENGER/OCCUPANT;NOT INJURED
796251;796240;DRIVER;NOT INJURED
796252;796241;DRIVER;NOT INJURED
796253;796242;DRIVER;NOT INJURED
796254;796242;PASSENGER/OCCUPANT;NOT INJURED
796255;796244;DRIVER;NOT INJURED
796256;796245;DRIVER;NOT INJURED
796257;796246;DRIVER;NOT INJURED
796258;796247;DRIVER;NOT INJURED
796259;796248;DRIVER;NOT INJURED
796260;796249;DRIVER;POSSIBLE INJURY
796261;796250;DRIVER;NOT INJURED
796262;796251;DRIVER;NOT INJURED
796263;796251;PASSENGER/OCCUPANT;NON-INCAPACITATING INJURY
796264;796251;PASSENGER/OCCUPANT;NOT INJURED
796265;796254;DRIVER;NOT INJURED
796266;796254;PASSENGER/OCCUPANT;POSSIBLE INJURY
796267;796254;PASSENGER/OCCUPANT;NOT INJURED
796268;796257;DRIVER;NOT INJURED
796269;796258;DRIVER;NOT INJURED
796270;796259;DRIVER;INCAPACITATING INJURY
796271;796260;DRIVER;NON-INCAPACITATING INJURY
796272;796260;PASSENGER/OCCUPANT;POSSIBLE INJURY
796273;796262;DRIVER;NOT INJURED
796274;796263;DRIVER;NOT INJURED
796275;796264;DRIVER;NOT INJURED
796276;796265;DRIVER;NOT INJURED
796277;796266;DRIVER;NOT INJURED
796278;796267;DRIVER;NOT INJURED
796279;796268;DRIVER;NOT INJURED
796280;796269;DRIVER;NOT INJURED
796281;796270;DRIVER;NOT INJURED
796282;796271;DRIVER;NO DATA
